English	Pin Yin	Chinese	Audio	SpoodFed order
He's chosen the negative response.	Tā xuǎnzéle fǒudìng de dá'àn.	他选择了否定的答案。	[sound:tmpvy8id3.mp3]	3619
My father is a pharmacist.	Wǒde fùqin shì yàoshī.	我的父亲是药师。	[sound:tmpr0sjjk.mp3]	3620
This is really a disaster.	Zhè zhēn shì yī chǎng zāinàn.	这真是一场灾难。	[sound:tmpcqwran.mp3]	3621
During this disaster, many people were injured.	Zài zhècì zāinàn zhōng, hěn duō rén shòushāng le.	在这次灾难中，很多人受伤了。	[sound:tmpleivt6.mp3]	3622
There's a bus stop nearby.	Fùjìn yǒu gōnggòng qìchēzhàn.	附近有公共汽车站。	[sound:tmp3xx9pe.mp3]	3623
The general manager promoted him.	Zǒngjīnglǐ tíshēng le tāde zhíwù.	总经理提升了他的职务。	[sound:tmpgpmzkx.mp3]	3624
Her position is division manager.	Tā de zhíwù shì bùmén zhǔguǎn.	她的职务是部门主管。	[sound:tmpkqtqlq.mp3]	3625
The late Qing government in China was very corrupt.	Zhōngguó de wǎn Qīng zhèngfǔ hěn fǔbài.	中国的晚清政府很腐败。	[sound:tmpcd2fva.mp3]	3626
The sun rises in the east.	Tàiyáng cóng dōngfāng shēngqǐ.	太阳从东方升起。	[sound:tmpxt9lei.mp3]	3627
Tomorrow, there will be the first biology exam.	Míngtiān yào jìnxíng yī cì shēngwù kǎoshì.	明天要进行一次生物考试。	[sound:tmpfxofom.mp3]	3628
The best is often the enemy of the good.	wù jí bì fǎn .	物极必反。	[sound:333044.mp3]	3629
She's waiting for her friend's reply.	Tā zài děng péngyou de dáfù.	她在等朋友的答复。	[sound:tmpgneivr.mp3]	3630
Thanks for your reply.	xièxie nǐ de dáfù .	谢谢你的答复。	[sound:332508.mp3]	3631
My work is very boring.	Wǒ de gōngzuò bǎibān wúliáo.	我的工作百般无聊。	[sound:G041-01.mp3]	3632
Let's stop at the next gas station.	wǒmen zài xià ge jiāyóuzhàn tíng yīxià .	我们在下个加油站停一下。	[sound:333010.mp3]	3633
His sisters as well as he are now living in Kyoto.	tā hé tā de jiěmèi men mùqián dōu zhù zài Dōngjīng .	他和他的姐妹们目前都住在东京。	[sound:332641.mp3]	3634
We are twin sisters.	Wǒmen liǎ shì tóngbāo jiěmèi.	我们是同胞姐妹。	[sound:tmpzrevt5.mp3]	3635
People across the strait are not foreigners, rather they are fellow countrymen.	Liǎng'Àn bù shì liǎng guó rén, ér shì tóngbāo.	两岸不是两国人，而是同胞。	[sound:tmpelz56l.mp3]	3636
People across the strait are not enemies, rather they are fellow countrymen.	Liǎng'àn bù shì dírén, ér shì tóngbāo.	两岸不是敌人，而是同胞。	[sound:tmpqvnplv.mp3]	3637
They're about to attack the enemy.	Tāmen zhǔnbèi xiàng dírén fāqǐ gōngjī.	他们准备向敌人发起攻击。	[sound:tmprarmib.mp3]	3638
He is observing the activities of the enemy.	Tā zài guānchá dírén de huódòng.	他在观察敌人的活动。	[sound:tmpxzz69q.mp3]	3639
He shot at the enemy.	Tā xiàng dírén kāi qiāng.	他向敌人开枪。	[sound:tmp7txt4s.mp3]	3640
Her teeth are very white.	Tā de yáchǐ hěn bái.	她的牙齿很白。	[sound:tmpuuslc5.mp3]	3641
I'm a diplomat.	Wàijiāoguān shì wǒde zhíyè.	外交官是我的职业。	[sound:tmphy6ssp.mp3]	3642
Here's a piece of cake.	Zhè yǒu yī kuài dàngāo.	这有一块蛋糕。	[sound:tmpw5tv0m.mp3]	3643
I want some cake.	wǒ xiǎng yàodiǎn dàngāo .	我想要点蛋糕。	[sound:334697.mp3]	3644
Here's a giant cake.	Zhèli yǒu yī gè jùdà de dàngāo.	这里有一个巨大的蛋糕。	[sound:tmpvtx8dy.mp3]	3645
I love cake.	Wǒ hěn xǐhuan chī dàngāo.	我很喜欢吃蛋糕。	[sound:tmpqgt9xj.mp3]	3646
Please help yourself to the cake.	nǐ zìjǐ ná dàngāo chī ba .	你自己拿蛋糕吃吧。	[sound:332593.mp3]	3647
There were two cakes.	nà yǒu liǎng kuài dàngāo .	那有两块蛋糕。	[sound:334594.mp3]	3648
The cake is delicious.	Dàngāo zhēn hǎochī.	蛋糕真好吃。	[sound:tmpyjhozr.mp3]	3649
There are lots of delicious foods at the Beijing night market.	Běijīng yèshì li hǎochī de dōngxi hěn duō.	北京夜市里好吃的东西很多。	[sound:tmpid4zec.mp3]	3650
The night market is bustling.	Yèshì hěn rènao.	夜市很热闹。	[sound:tmposqtuo.mp3]	3651
It's busy in the street.	Dàjiēshàng hěn rènao.	大街上很热闹。	[sound:tmpwii42a.mp3]	3652
This weekend I want to go to Zhongyang avenue.	Zhè gè zhōumò wǒ yào qù Zhōngyāng dàjiē.	这个周末我要去中央大街。	[sound:R050-03.mp3]	3653
The food market is bustling.	Zhè gè cài shìchǎng hěn rènao.	这个菜市场很热闹。	[sound:tmpat33yx.mp3]	3654
They are very frightened.	Tāmen xiàhuài le.	他们吓坏了。	[sound:tmpyohwta.mp3]	3655
Jackie Chan is very famous.	Chéng Lóng hěn yǒumíng.	成龙很有名。	[sound:R039-03.mp3]	3656
Jackie Chan is very famous in the West.	Chéng Lóng zài Xīfāng hěn yǒumíng.	成龙在西方很有名。	[sound:G039-02.mp3]	3657
The dragon is a representation of China.	Lóng shì Zhōngguó de dàibiǎo.	龙是中国的代表。	[sound:tmpru5vgp.mp3]	3658
He is trying to persuade/convince them.	Tā xiǎng shuìfú tāmen.	他想说服他们。	[sound:tmpdz4uol.mp3]	3659
The child had not yet been found. The parents are worried to death.	Háizi háishì méi zhǎodào, fùmǔ jí sǐ le.	孩子还是没找到，父母急死了。	[sound:tmpphpw2m.mp3]	3660
The baby likes its mother's smell.	Yīng'ér xǐhuan māma de qìxī.	婴儿喜欢妈妈的气息。	[sound:tmpw4xjwx.mp3]	3661
I wake him at six every morning.	wǒ měi tiān zǎoshang 6 diǎn jiàoxǐng tā .	我每天早上6点叫醒他。	[sound:333105.mp3]	3662
Where is the subway station?	Dìtiě zhàn zài nǎli?	地铁站在哪里？	[sound:G006-05.mp3]	3663
Excuse me, where is the subway station?	Qǐngwèn, dìtiě zhàn zài nǎli?	请问,地铁站在哪里？	[sound:R014-07.mp3]	3664
Where is the subway station located?	Dìtiě zhàn zài shénme dìfang?	地铁站在什么地方？	[sound:G026-06.mp3]	3665
That is the entrance to the subway.	Nàli shì dìtiězhàn de rùkǒu.	那里是地铁站的入口。	[sound:tmpgxjpzv.mp3]	3666
Have you lied to me?	Nǐ qīpiànle wǒ?	你欺骗了我？	[sound:tmpiidkeu.mp3]	3667
He would be the last to cheat you.	zhè jiāng shì nǐ zuìhòu yī cì bèi qīpiàn le.	这将是你最后一次被欺骗了。	[sound:333147.mp3]	3668
Please pass me that document.	Qǐng bǎ nà fèn wénjiàn dì gěi wǒ.	请把那份文件递给我。	[sound:tmpeh6fh_.mp3]	3669
He is eating congee [rice gruel].	Tā zài chī zhōu.	他在吃粥。	[sound:tmpmo2ouy.mp3]	3670
Don't cross the road when the light is red.	Hóngdēng bùyào guò mǎlù.	红灯不要过马路。	[sound:tmpl4kv5q.mp3]	3671
Students should respect their teachers.	Xuésheng yào zūnjìng lǎoshī.	学生要尊敬老师。	[sound:tmpgvybgq.mp3]	3672
Doctors are respected.	Yīshēng shòu rén zūnjìng.	医生受人尊敬。	[sound:tmpdot58c.mp3]	3673
The young should respect the old.	niánqīng rén yīnggāi zūnjìng lǎorén .	年轻人应该尊敬老人。	[sound:332999.mp3]	3674
I respect that person.	Wǒ zūnjìng nàge rén.	我尊敬那个人。	[sound:tmpmjt8o7.mp3]	3675
We should respect our parents and teachers.	Wǒmen yào zūnjìng fùmǔ hé lǎoshī.	我们要尊敬父母和老师。	[sound:tmpgmyizu.mp3]	3676
We have to retreat.	Wǒmen děi hòutuì le.	我们得后退了。	[sound:tmpqq0czp.mp3]	3677
I have a headache.	Wǒ tóutòng.	我头痛。	[sound:tmpwt5mqc.mp3]	3678
He caught a cold and has a bad headache.	Tā gǎnmào le, tóu tòngde lìhai.	他感冒了，头痛得厉害。	[sound:tmpkinqbn.mp3]	3679
I have a headache today. I don't want to go to school.	Wǒ jīn tiān tóutòng, bù xiǎng qù shàngxué le.	我今天头痛,不想去上学了。	[sound:tmpuronuf.mp3]	3680
I have a headache. <br /> I've got a headache. <br /> My head aches.	wǒ tóutòng .	我头痛。	[sound:332568.mp3]	3681
I have a slight headache now.	xiànzài wǒ yǒuxiē xǔ tóutòng .	现在我有些许头痛。	[sound:333997.mp3]	3682
The one resource more precious than any other was land.	wéiyī bǐ wúlúnshénma zīyuán dōu zhēnguì de shì tǔdì .	唯一比无论什么资源都珍贵的是土地。	[sound:334737.mp3]	3683
Lao Wang hid a valuable painting in his house.	Lǎo Wáng jiāli cáng le yīfú zhēnguì de zìhuà.	老王家里藏了一幅珍贵的字画。	[sound:tmpnza8od.mp3]	3684
The overwhelming majority of people like going to the beach.	Juédà duōshù rén dōu xǐhuan qù hǎibiān.	绝大多数人都喜欢去海边。	[sound:tmp4vz6am.mp3]	3685
The majority of people won't support him.	Juédà duōshù de rén dōu bù huì zhīchí tā.	绝大多数的人都不会支持他。	[sound:tmpte01er.mp3]	3686
The majority of students went to the movie.	Juédà duōshù xuésheng dōu qù kàn diànyǐng le.	绝大多数学生都去看电影了。	[sound:tmpxxicga.mp3]	3687
We had a large audience.	wǒmen yǒu hěn duō tīngzhòng .	我们有很多听众。	[sound:332601.mp3]	3688
There are many styles of clothes here.	Zhèr de yīfu kuǎnshì hěn duō.	这儿的衣服款式很多。	[sound:tmplhows5.mp3]	3689
The style of these two clothes is very similar.	Zhè liǎng jiàn yīfu de kuǎnshì hěn lèisì.	这两件衣服的款式很类似。	[sound:tmp1vxonz.mp3]	3690
Please turn off the printer.	Qǐng guān dǎyìnjī.	请关打印机。	[sound:R056-05.mp3]	3691
The printer broke the day before yesterday.	Dǎyìnjī qiántiān huài le.	打印机前天坏了。	[sound:R074-05.mp3]	3692
The printer is always broken.	Dǎyìnjī zǒnɡshì huài.	打印机总是坏。	[sound:R070-04.mp3]	3693
The printer may be broken.	Dǎyìnjī kěnéng huài le.	打印机可能坏了。	[sound:R070-05.mp3]	3694
She helped me finish the work.	Tā xiézhù wǒ wánchéng gōngzuò.	她协助我完成工作。	[sound:tmpossria.mp3]	3695
He assisted Prof. Zhou to complete this experiment.	Tā xiézhù Zhōu jiàoshòu wánchéng le zhèxiàng shíyàn.	他协助周教授完成了这项实验。	[sound:tmpewpmmq.mp3]	3696
He was slow to learn when he first started studying Chinese.	Tā kāishǐ xué Zhōngwén de shíhou, xīshōude hěn màn.	他开始学中文的时候，吸收得很慢。	[sound:tmp5njlzz.mp3]	3697
He signed the contract.	Tā zài hétóng shàng qiānzì le.	他在合同上签字了。	[sound:tmpuy7eqh.mp3]	3698
It would be great if I were superhuman.	Rúguǒ wǒ shì chāorén jiù hǎo le.	如果我是超人就好了。	[sound:tmpnkxxk2.mp3]	3699
The little girl gets on the bus first.	Xiǎo nǚhái xiān shàngchē.	小女孩先上车。	[sound:tmpbr2qdj.mp3]	3700
This little girl is very smart.	Zhè gè xiǎo nǚhái hěn cōngmíng.	这个小女孩很聪明。	[sound:tmpj7z7ml.mp3]	3701
The little girl is very happy at this time.	Xiǎo nǚhái cǐshí hěn kāixīn.	小女孩此时很开心。	[sound:tmpj5_noe.mp3]	3702
The little girl harbors very happy wishes.	Xiǎo nǚháir huáizhe měihǎo de yuànwang.	小女孩怀着美好的愿望。	[sound:tmp_opnll.mp3]	3703
The little girl will go astray if no one cares much about her.	zhè xiǎonǚhái rúguǒ méi rén guānxīn dehuà , jiù yào zǒu shàng wāi lù le .	这小女孩如果没人关心的话，就要走上歪路了。	[sound:333851.mp3]	3704
The police maintain social order. ((Police maintain the social order.))	Jǐngchá wéichí shèhuì zhì'ān.	警察维持社会治安。	[sound:tmpe5fpt7.mp3]	3705
Ms. Wen has already left the office.	Wēn xiǎojiě yǐjīng líkāi gōngsī le.	温小姐已经离开公司了。	[sound:R093-04.mp3]	3706
Which one did Ms. Wen pick?	Wēn xiǎojiě tiāo le nǎ yī gè?	温小姐挑了哪一个？	[sound:R101-04.mp3]	3707
We love the sea.	Wǒmen hěn xǐhuan hǎiyáng.	我们很喜欢海洋。	[sound:tmpclsizo.mp3]	3708
The computer records prove that my ideas were correct.	Diànnǎo jìlù zhèngmíngle wǒ de xiǎngfa shì duì de.	电脑记录证明了我的想法是对的。	[sound:tmpomlzib.mp3]	3709
He created a new record.	Tā chuàngzào le xīn de jìlù.	他创造了新的记录。	[sound:tmpdomx6w.mp3]	3710
They are exchanging their views.	Tāmen zài jiāoliú bǐcǐ de xiǎngfǎ.	他们在交流彼此的想法。	[sound:tmppxtlma.mp3]	3711
They exchanged their mutual views.	Tāmen jiāoliú bǐcǐ de xiǎngfǎ.	他们交流彼此的想法。	[sound:tmp1ykssd.mp3]	3712
You too!	Bǐcǐ! Bǐcǐ!	彼此！彼此！	[sound:tmpfgbbl0.mp3]	3713
They began a discussion to exchange each other's views.	Tāmen tǎolùn qǐ lái, gōutōng bǐcǐ xiǎngfǎ.	他们讨论起来，沟通彼此想法。	[sound:tmptfqgyh.mp3]	3714
We're in love with each other.	Wǒmen bǐcǐ xiāng'ài.	我们彼此相爱。	[sound:tmpgsksij.mp3]	3715
North and South Korea are making history.	Liǎng hán zhèngzài chuàngzào lìshǐ.	两韩正在创造历史。	[sound:tmp9fx60p.mp3]	3716
The US warned North Korea.	Měiguó jǐnggào Běihán.	美国警告北韩。	[sound:tmpyarupm.mp3]	3717
The medicine worked marvels.	zhè yào chuàngzào le qíjì .	这药创造了奇迹。	[sound:332520.mp3]	3718
The Great Wall is one of the seven wonders of the world.	Chángchéng shì qī dà qíjì zhī yī.	长城是七大奇迹之一。	[sound:tmpucdfaw.mp3]	3719
I don't think she takes after her mother. <br /> I don't think that she looks like her mother.	wǒ bùjué děi tā xiàng tā māma .	我不觉得她像她妈妈。	[sound:333833.mp3]	3720
She's eating her breakfast.	Tā zài chī zǎocān.	她在吃早餐。	[sound:tmpdj5axt.mp3]	3721
He opened a breakfast restaurant.	Tā kāi le yījiā zǎocān diàn.	他开了一家早餐店。	[sound:tmpsscfw2.mp3]	3722
He went to the restaurant to eat breakfast.	Tā dào cāntīng qù chī zǎocān.	他到餐厅去吃早餐。	[sound:tmp59osqu.mp3]	3723
Every morning, he only eats one egg for breakfast.	Měitiān zǎocān tā zhǐ chī yī gè jīdàn.	每天早餐他只吃一个鸡蛋。	[sound:tmpuvz8lz.mp3]	3724
I'm eating my breakfast.	Wǒ zài chī zǎocān.	我在吃早餐。	[sound:tmpgnafil.mp3]	3725
What do you have for breakfast?	nǐ zǎocān chī shénme ?	你早餐吃什么？	[sound:334256.mp3]	3726
The export of goods has increased.	Huòwù chūkǒu zēngjiā le.	货物出口增加了。	[sound:tmpiqmoae.mp3]	3727
The ship is fully loaded with cargo.	Chuán shàng duī mǎn le huòwù.	船上堆满了货物。	[sound:tmpujvreg.mp3]	3728
She is helping the kids with their studies.	Tā fǔ dǎo háizi men xuéxí.	她辅导孩子们学习。	[sound:tmpawcg7r.mp3]	3729
I adore him.	Wǒ hěn chóngbài tā.	我很崇拜他。	[sound:tmpafd3tm.mp3]	3730
Today's breakfast is toast.	Jīntiān de zǎocān shì kǎomiànbāo.	今天的早餐是烤面包。	[sound:tmpmmucah.mp3]	3731
He is our board chairman.	Tā shì wǒmen de dǒngshìzhǎng.	他是我们的董事长。	[sound:tmpjdqrx0.mp3]	3732
He is the chairman of the board in the company.	Tā shì gōngsī de dǒngshìzhǎng.	他是公司的董事长。	[sound:tmpohygbx.mp3]	3733
He is this company's Chairman of the Board.	Tā shì zhèjiā gōngsī de dǒngshìzhǎng.	他是这家公司的董事长。	[sound:tmpkuoh4j.mp3]	3734
Soldiers obey orders.	Jūnrén fúcóng mìnglìng.	军人服从命令。	[sound:tmp9fru6w.mp3]	3735
This place is frequently hit by typhoons.	Zhèli jīngcháng shòudào táifēng de xíjī.	这里经常受到台风的袭击。	[sound:tmpxaqp9o.mp3]	3736
He has a lively personality.	Tā xìnggé huópō.	他性格活泼。	[sound:R095-02.mp3]	3737
The young boys are very spirited.	Shàoniánmen hěn huópo.	少年们很活泼。	[sound:tmpkijjpd.mp3]	3738
In the movies, he often plays the bad guy.	Tā zài diànyǐng zhōng cháng bànyǎn huàirén juésè.	他在电影中常扮演坏人角色。	[sound:tmpgciqnx.mp3]	3739
I've booked a plane ticket on the internet.	Wǒ zài wǎngshàng dìng le yī zhāng jīpiào.	我在网上订了一张机票。	[sound:tmpr4m8cx.mp3]	3740
I ordered several books from England.	wǒ cóng Yīngguó dìng le hǎojǐ běn shū .	我从英国订了好几本书。	[sound:334788.mp3]	3741
Someone stole his stapler.	Yǒu rén tōule tā de dìngshūjī.	有人偷了他的订书机。	[sound:R099-03.mp3]	3742
We sincerely hope the two countries communicate and cooperate.	Wǒmen zhēnchéng de xīwàng liǎng guó jiāoliú , hézuò.	我们真诚地希望两国交流、合作。	[sound:tmpwzpup8.mp3]	3743
Everyone is imitating the teacher's movements.	Dàjiā zài mófǎng lǎoshī de dòngzuò.	大家在模仿老师的动作。	[sound:tmperqrtw.mp3]	3744
My sister is imitating my walking style/appearance.	Mèimei zài mófǎng wǒ zǒulù de yàngzi.	妹妹在模仿我走路的样子。	[sound:tmprp9lvt.mp3]	3745
Kids like to imitate adults.	Xiǎo háizi hěn xǐhuan mófǎng dàrén.	小孩子很喜欢模仿大人。	[sound:tmpyzokma.mp3]	3746
She's getting her hair dyed.	Tā zài rǎn tóufa.	她在染头发。	[sound:tmpxpoyio.mp3]	3747
I like reading historical biographies.	Wǒ ài kàn lìshǐ zhuànjì.	我爱看历史传记。	[sound:tmpfez92e.mp3]	3748
He's repairing the machine.	Tā zài xiūlǐ jīqì.	他在修理机器。	[sound:tmpnv8xgc.mp3]	3749
He's repairing the air-conditioner.	Tā zài xiūlǐ kōngtiáojī.	他在修理空调机。	[sound:tmpvo5bcu.mp3]	3750
My car needs repair.	Wǒde chēzi xūyào xiūlǐ.	我的车子需要修理。	[sound:tmp1xawjn.mp3]	3751
He is repairing his bicycle.	Tā zài xiūlǐ tāde zìxíngchē.	他在修理他的自行车。	[sound:tmppd1aw1.mp3]	3752
This bike needs to be repaired. <br /> This bicycle needs repairing.	zhè liàng zìxíngchē xūyào xiūlǐ .	这辆自行车需要修理。	[sound:334533.mp3]	3753
He wants to open an automobile repair shop.	Tā xiǎng kāi yījiā qìchē xiūlǐ diàn.	他想开一家汽车修理店。	[sound:tmpphsk9o.mp3]	3754
The computer's hardware is broken and needs to be repaired.	Diànnǎo de yìngjiàn huài le, xūyào xiūlǐ le.	电脑的硬件坏了,需要修理了。	[sound:tmp4wglzf.mp3]	3755
