order	sentence	pinyin	english
4315	刘先生什么时候来沈阳？	Liú xiānsheng shénme shíhòu lái Shěnyáng?	When will Mr. Liu come to Shenyang?
4316	你为什么要回沈阳？	Nǐ wèishénme yào huí Shěnyáng?	Why will you back to Shenyang?
4317	下个星期我要去沈阳。	Xià gè xīngqī wǒ yào qù Shěnyáng.	Next week I will go to Shenyang.
4318	A你父母住在哪里?<br/>B我父母住在沈阳。	Nǐ fùmǔ zhùzài nǎli?<br />Wǒ fùmǔ zhùzài Shěnyáng.<br />	Where do your parents live?<br />My parents live in Shenyang.<br />
4319	A他们喜欢沈阳吗?<br/>B不太喜欢。	Tāmen xǐhuan Shěnyáng ma?<br />Bú tài xǐhuan.	Do they like Shenyang?<br />Not that much.
4320	沈阳是古老的城市。	Shěnyáng shì gǔlǎo de chéngshì.	Shenyang is an ancient city.
4321	沈阳哪家酒吧比较安静？	Shěnyáng nǎ jiā jiǔbā bǐjiào ānjìng?	In Shenyang what bar is particularly quiet?
4322	华盛顿是美国的政治中心。	Huáshèngdùn shì Měiguó de zhèngzhì zhōngxīn.	Washington is the political center of America.
4323	我在理发店碰到了他。	wǒ zài lǐfādiàn pèngdào le tā .	I met him at the barber's.
4324	您的房间在另一端。	Nín de fángjiān zài lìng yī duān.	Your room is on the other end.
4325	朋友们在一起照相。	Péngyoumen zài yīqǐ zhàoxiàng.	The friends are taking a picture together.
4326	朋友们聚在一起。	Péngyoumen jù zài yīqǐ.	Friends have gathered together.
4327	我们每周在这儿聚一次。	wǒmen měizhōu zài zhèr jù yī cì .	We gather here one time a week.
4328	全班同学每周出席一次。	quán bān tóngxué měizhōu chūxí yī cì.	The whole class is present one time a week.
4329	孙朋想当一名警察。	Sūn Péng xiǎng dāng yīmíng jǐngchá.	Sun Peng wants to become a policeman.
4330	我妹妹每周上两次钢琴课。	wǒ mèimei měizhōu shàng liǎng cì gāngqín kè .	My sister takes piano lessons twice a week.
4331	她每周上一次钢琴课。	tā měizhōu shàng yī cì gāngqín kè .	She takes piano lessons one time a week.
4332	仅这一个小时，就有十九班火车。	Jǐn zhè yīge xiǎoshí, jiù yǒu shíjiǔ bān huǒchē.	There are 19 regular trains this hour.
4333	他的钱包里仅剩下一元钱。	Tāde qiánbāo li jǐn shèng xià yī yuán qián.	His wallet only has one yuan left in it.
4334	我爸爸是哈佛大学毕业的。	wǒ bàba shì hāfódàxué bìyè de .	My father graduated from Harvard University.
4335	他是哈佛大学的生物学教授。	tā shì hāfódàxué de shēngwùxué jiàoshòu .	He's a professor of biology at Harvard.
4336	他亲切地问候我。	Tā qīnqiè de wènhòu wǒ.	He sent me his warm greeting.
4337	一般来说,在中国有很多商机。	Yībānláishuō, zài Zhōngguó yǒu hěn duō shāngjī.	Generally speaking, there are many business opportunities in China.
4338	他把护照弄丢了,很着急。	Tā bǎ hùzhào nòng diū le, hěn zháojí.	He lost his passport and he is worried.
4339	她弄丢了钥匙，开不了门了。	Tā nòng diū le yàoshi, kāi bù liǎo mén le.	She lost her key and could not open the door.
4340	总有一些东西我永远不能学会，我的生命不是永恒的！	zǒng yǒu yīxiē dōngxi wǒ yǒngyuǎn bù néng xuéhuì , wǒ de shēngmìng bù shì yǒnghéng de !	There will always be things I will never learn, I don't have eternity before me!
4341	酒瓶空了。	Jiǔpíng kōng le.	The wine bottles are empty.
4342	他做了一个飞机模型。	Tā zuòle yī gè fēijī móxíng.	He's made a model plane.
4343	他在制作飞机模型。	Tā zài zhìzuò fēijī móxíng.	He's making a model plane.
4344	他爱好收集模型。	Tā àihào shōují móxíng.	His hobby is collecting models.
4345	她为一本书收集材料。	tā wéi yī běn shū shōují cáiliào .	She's collecting material for a book. <br /> She is collecting material for a book.
4346	律师收集了很多的证据。	Lǜshī shōují le hěn duō de zhèngjù.	The lawyer collected a lot of evidence.
4347	木头是很好的建筑材料。	Mùtou shì hěn hǎo de jiànzhù cáiliào.	Wood is a very good construction material.
4348	木头可以做建筑材料。	Mùtou kěyǐ zuò jiànzhù cáiliào.	Wood can be used as a construction material.
4349	他的兴趣爱好是收集旧邮票。	tā de xìngqu àihào shì shōují jiù yóupiào .	His hobby is collecting old stamps.
4350	别忘了在你的信上贴张邮票。	bié wàng le zài nǐ de xìn shàng tiē zhāng yóupiào .	Don't forget to put a stamp on your letter.
4351	他喜欢收藏邮票。	Tā xǐhuan shōucáng yóupiào.	He likes collecting stamps.
4352	信封上贴着两张邮票。	Xìnfēng shàng tiēzhe liǎng zhāng yóupiào.	There are two stamps pasted on the envelope.
4353	这些物品都是手工制作的。	Zhèxiē wùpǐn dōu shì shǒugōng zhìzuò de.	These articles are all hand-made.
4354	他喜欢冒险。	Tā xǐhuan màoxiǎn.	He loves going on adventures.
4355	他喜欢冒险。	tā xǐhuān màoxiǎn .	He is fond of adventure.
4356	我持有大量的外汇。	Wǒ chíyǒu dàliàng de wàihuì.	I have a large amount of foreign exchange.
4357	这个班的女生平均身高超过了155公分。	zhè gè bān de nǚshēng píngjūn shēngāo chāoguò le 155 gōngfēn .	The average height of the girls in class is over 155 centimeters.
4358	我还算不上个旅行家。	wǒ hái suàn bù shànggè lǚxíng jiā .	I am not much of a traveller.
4359	他一共喝了五罐啤酒。	Tā yīgòng hē le wǔguàn píjiǔ.	He drank five cans of beer in total.
4360	他的品德很有问题。	Tā de pǐndé hěn yǒu wèntí.	His moral character is very bad.
4361	妈妈做了些薄饼。	Māma zuòle xiē báobǐng.	Mom has made some crêpes.
4362	这间房间的设施很齐全。	Zhèjiān fángjiān de shèshī hěn qíquán.	The facilities in this room are very useful.
4363	每天一到7点，老齐就上班去。	Měitiān yī dào qī diǎn, Lǎo Qí jiù shàngbān qù.	Every day at 7 o'clock, Lao Qi goes to work.
4364	这是他们的结婚典礼。	Zhè shì tāmen de jiéhūn diǎnlǐ.	This is their wedding ceremony.
4365	游戏能帮助孩子智力成长。	Yóuxì néng bāngzhù háizi zhìlì chéngzhǎng.	Games can help childrens' intelligence develop.
4366	他涂掉了一行字。	Tā túdiào le yī háng zì.	He's erased one line of words.
4367	我去ATM取款。	Wǒ qù ATM qǔkuǎn.	I go to withdraw money from an ATM.
4368	我尽量留着胃吃甜点。	wǒ jǐnliàng liú zhe wèi chī tiándiǎn.	I'm trying my best to save room for dessert.
4369	这个甜点是经理推荐的。	Zhè gè tiándiǎn shì jīnglǐ tuījiàn de.	This dessert was recommended by the manager.
4370	机器可以代替人工作。	Jīqì kěyǐ dàitì rén gōngzuò.	Machines can do the work of humans.
4371	他向警方投降了。	Tā xiàng jǐngfāng tóuxiáng le.	He has surrendered to the police.
4372	A请问,厕所在哪里?<br/>B在那里。<br/>A谢谢你。<br/>B不用谢。	Qǐngwèn, cèsuǒ zài nǎlǐ?<br />Zài nàlǐ.<br />Xièxiè nǐ.<br />Bù yòng xiè.	Excuse me, where is the restroom?<br />It's there.<br />Thank you.<br />No need to thank me.
4373	海水是咸的。	Hǎishuǐ shì xián de.	Seawater is salty.
4374	海水是很咸的。	Hǎishuǐ shì hěn xián de.	Sea water is salty.
4375	你不能喝海水，因为它太咸了。	nǐ bù néng hē hǎishuǐ , yīnwèi tā tài xián le .	You can't drink seawater because it is too salty. <br /> You can not drink the seawater for it is too salty.
4376	一般来说,东北菜比较咸。	Yībānláishuō, Dōngběi cài bǐjiào xián.	Generally speaking, Dongbei cuisine is rather salty.
4377	汗水是很咸的。	Hànshuǐ shì hěn xián de.	Sweat is very salty.
4378	这是人类文化的遗产。	Zhè shì rénlèi wénhuà de yíchǎn.	This is the legacy of human culture.
4379	我继承了父亲的遗产。	Wǒ jìchéng le fùqin de yíchǎn.	I inherited property from my father.
4380	我爸爸退休了，以便为更年轻的人让路。	wǒ bàba tuìxiū le , yǐbiàn wéi gèng niánqīng de rén rànglù .	My father retired to make way for younger people.
4381	A我想报一个汉语学习班。<br/>B真的吗？我觉得，学习汉语对于外国人太难了。	Wǒ xiǎng bào yígè Hànyǔ xuéxíbān.<br />Zhēn de ma? Wǒ juéde, xuéxí Hànyǔ duìyú wàiguórén tài nán le.	I want to sign up for a Chinese course.<br />Really? I think it's too difficult for foreigners to learn Chinese.
4382	抢劫是一种犯罪。	Qiǎngjié shì yī zhǒng fànzuì.	Robbery is a crime.
4383	很抱歉，我还有另一个约会。	hěn bàoqiàn , wǒ hái yǒu lìngyī ge yuēhuì .	I'm sorry. I have another appointment.
4384	我很抱歉那么晚回家。	wǒ hěn bàoqiàn nàme wǎn huíjiā .	I'm very sorry I came home so late.
4385	为什么你要对你没做过的事表示抱歉？	wèishénme nǐ yào duì nǐ méi zuò guò de shì biǎoshì bàoqiàn ?	Why are you sorry for something you haven't done?
4386	哦，我很抱歉。	ò , wǒ hěn bàoqiàn .	Oh, I'm sorry.
4387	很抱歉，我们不能接受你的要求。	hěn bàoqiàn, wǒmen bù néng jiēshòu nǐ de yāoqiú .	We are sorry we are unable to accept your request.
4388	我对我所做的事感到抱歉。	wǒ duì wǒ suǒ zuò de shì gǎndàobàoqiàn .	I'm sorry for what I did.
4389	抱歉，请允许我指出上文中的三个错误。	bàoqiàn , qǐng yǔnxǔ wǒ zhǐchū shàng wén zhōng de sān ge cuòwù .	Excuse me; allow me to point out three errors in the above article.
4390	他们紧紧地抱在一起。	Tāmen jǐnjǐn de bào zài yīqǐ.	They hug each other tightly.
4391	我们在吃晚餐。	Wǒmen zài chī wǎncān.	We're eating dinner.
4392	我们吃了一顿丰富的晚餐。	Wǒmen chī le yīdùn fēngfù de wǎncān.	We ate a sumptuous dinner.
4393	我在准备煮晚餐。	Wǒ zài zhǔnbèi zhǔ wǎncān.	I'm about to cook supper.
4394	这堵墙很高。	Zhè dǔ qiáng hěn gāo.	This wall is very high.
4395	他们在刷一堵墙。	Tāmen zài shuā yī dǔ qiáng.	They're painting a wall.
4396	我国愿意协助非洲难民。	Wǒ guó yuànyì xiézhù Fēizhōu nànmín.	Our country is willing to help African refugees.
4397	非洲难民寻求帮助。	Fēizhōu nànmín xúnqiú bāngzhù .	Refugees in Africa are seeking help.
4398	两国边界发生了冲突。	Liǎng guó biānjiè fāshēng le chōngtū.	A conflict broke out at the border between the two countries.
4399	有时，河流是国家的边界。	Yǒu shí, héliú shì guójiā de biānjiè.	Sometimes, rivers are the borders between nations.
4400	小丽的兴趣是跳舞。	Xiǎo Lì de xìngqù shì tiàowǔ.	Xiao Li's interest is dancing.
4401	今天是小丽的生日。	Jīntiān shì Xiǎo Lì de shēngrì.	Today is Xiao Li's birthday.
4402	导师支持他的计划。	Dǎoshī zhīchí tāde jìhuà.	The tutor supports his plan.
4403	她把他当作自己的亲生儿子。	Tā bǎ tā dàngzuò zìjǐ de qīnshēng érzi.	She treats him as her own son.
4404	今年我的股票获利了。	Jīnnián wǒ de gǔpiào huòlì le.	I made a profit from my stock this year.
4405	这笔生意他获利很多。	Zhè bǐ shēngyì tā huòlì hěn duō.	He made big profits with this work.
4406	公司获利很大。	Gōngsī huòlì hěn dà.	The company's profit was very big.
4407	他想去看天坛。	Tā xiǎng qù kàn Tiāntán.	He wants to see the Temple of Heaven.
4408	政府给外商优惠待遇。	Zhèngfǔ gěi wàishāng yōuhuì dàiyù.	The government provides favorable treatment to foreign businesses.
4409	我爱吃土豆泥。	Wǒ ài chī tǔdòuní.	I like mashed potatoes.
4410	这是一所综合性医院。	Zhè shì yī suǒ zōnghéxìng yīyuàn.	This is a general hospital.
4411	这栋房子是木造结构。	Zhè dòng fángzi shì mùzào jiégòu.	This is a wood-frame house.
4412	一个有名的建筑师造了这个房子。	yī ge yǒumíng de jiànzhúshī zào le zhè gè fángzi .	A famous architect built this house.
4413	他是一名杰出的建筑师。	Tā shì yī míng jiéchū de jiànzhùshī.	He is an outstanding architect.
4414	周恩来是杰出的政治人物。	Zhōu Ēnlái shì jiéchū de zhèngzhì rénwù.	Zhou Enlai is an outstanding political figure.
4415	教堂位于山脚。	jiàotáng wèiyú shānjiǎo .	The church is at the foot of a mountain. <br /> The church stands at the foot of the hill.
4416	伊拉克位于中东。	Yīlākè wèiyú Zhōngdōng.	Iraq is located in the Middle East.
4417	日本位于中国的东面。	Rìběn wèiyú Zhōngguó de dōngmiàn.	Japan is located to the east of China.
4418	西藏位于中国的西南方。	Xīzàng wèiyú Zhōngguó de xīnánfāng.	Tibet is in the southwest of China.
4419	我买了一套艺术品。	Wǒ mǎile yī tào yìshùpǐn.	I bought a set of artworks.
4420	前方道路曲折。	Qiánfāng dàolù qūzhé.	The road zigzags ahead.
4421	我正在回家的途中。	Wǒ zhèngzài huíjiā de túzhōng.	I'm on my way back home.
4422	他们在盖房子。	Tāmen zài gài fángzi.	They're building a house.
4423	道路两旁有很多树。	Dàolù liǎngpáng yǒu hěn duō shù.	There are many trees on both sides of the road.
4424	死是唯一的解脱吗？	sǐ shì wéiyī de jiětuō ma ?	Is death the only release?
4425	周围的环境很宁静。	Zhōuwéi de huánjìng hěn níng jìng.	The surroundings are very quiet.
4426	我保证宁死不说。	Wǒ bǎozhèng nìnɡsǐ bù shuō.	I promise I'd die before I'd tell.
4427	她在看价目标签。	Tā zài kàn jiàmù biāoqiān.	She's looking at the price tag.
4428	物价上涨了。	Wùjià shàngzhǎng le.	The price of commodities has increased.
4429	据说纽约的物价很贵。	Jùshuō Niǔyuē de wùjià hěn guì.	It is said that prices in New York are very expensive.
4430	今年物价上涨的比较厉害。	Jīn'nián wùjià shàngzhǎng de bǐjiào lìhai.	This year, commodity prices are rising comparatively fast.
4431	物价上涨了。	wùjià shàngzhǎng le .	Prices are going up. <br /> Prices are rising.
4432	物价波动很大。	Wùjià bōdòng hěn dà.	The price of commodities fluctuates a lot.
4433	他想拦球。	Tā xiǎng lán qiú.	He wants to intercept the ball.
4434	商店里陈列着很多商品。	Shāngdiàn lǐ chénlièzhe hěn duō shāngpǐn.	There's lot of merchandise on display in the shop.
4435	A我觉得他是个花花公子。<br/>B真的吗？	Wǒ juéde tā shìgè huāhuāgōngzǐ.<br />Zhēnde ma?	I feel that he is a playboy.<br />Really?
4436	我喜欢在面包上抹黄油。	Wǒ xǐhuan zài miànbāo shàng mǒ huángyóu.	I like bread spread with butter.
4437	要做蛋糕，你要用到鸡蛋，黄油和糖。	yào zuò dàngāo , nǐ yào yòngdào jīdàn , huángyóu hé táng .	In making a cake, you must use eggs, butter and sugar.
4438	我们吃面包夹黄油。	wǒmen chī miànbāo jiā huángyóu .	We eat butter on bread.
4439	今天早上，我吃了面包夹黄油。	jīntiān zǎoshang , wǒ chī le miànbāo jiā huángyóu .	I ate bread and butter this morning.
4440	笔夹在记事本里。	Bǐ jiā zài jìshìběn lǐ.	The pen is between the pages of the notebook.
4441	她在记事本上做记录，以便记忆。	Tā zài jìshìběn shàng zuò jìlù, yǐbiàn jìyì.	She taking notes in her notebook to help her remember.
4442	桌上有一叠报纸。	Zhuō shàng yǒu yī dié bàozhǐ.	There is a pile of newspapers on the table.
