Frequency,Character,Count,Percentile,Pin1Yin1,Meaning,Heisig,Polv’s order,Polv’s level,Dubbing,Variant,Kanji,Vocab
3078,锯,1709,99.25013805,ju1/ju4,"to mend (china) with staples, a saw/to saw",889,2100,43,Paradise,鋸,,"刀鋸斧鉞 刀锯斧钺 dao1 ju4 fu3 yue4 knife, saw, ax and hatchet (idiom); facing torture and execution<br>刀鋸鼎鑊 刀锯鼎镬 dao1 ju4 ding3 huo4 knife, saw and cauldron/ancient instruments of torture/fig. torture<br>前鋸肌 前锯肌 qian2 ju4 ji1 serratus anterior muscle (upper sides of the chest)<br>反鋸齒 反锯齿 fan3 ju4 chi3 anti-aliasing<br>"
2843,襟,2346,99.00641185,jin1,overlapping part of Chinese gown,907,2101,43,Paradise,衿,WK_L51,對襟 对襟 dui4 jin1 buttoned Chinese jacket<br>扼襟控咽 扼襟控咽 e4 jin1 kong4 yan1 to secure a stranglehold (idiom); fig. to hold a strategic pass<br>捉襟見肘 捉襟见肘 zhuo1 jin1 jian4 zhou3 lit. pulling on the lapels exposes the elbows (idiom)/strapped for cash/unable to make ends meet<br>正襟危坐 正襟危坐 zheng4 jin1 wei1 zuo4 to sit upright and still (idiom)<br>
2463,斩,3844,98.4055189,zhan3,behead/chop,928,2102,43,Paradise,斬,Variant_WK_L46,斩钉截铁 斬釘截鐵 zhǎn dīng jié tiě lit. to chop the nail and slice the iron (idiom) fig. resolute and decisive unhesitating categorical<br>
2102,逝,6182,97.47655938,shi4,depart/die,934,2103,43,Paradise,,WK_L60,逝世 shì shì to pass away to die<br>
2914,乍,2131,99.08818689,zha4,for the first time/suddenly,937,2104,43,Paradise,,,一驚一乍 一惊一乍 yi1 jing1 yi1 zha4 frightened/flustered<br>乍 乍 zha4 at first/suddenly/abruptly/to spread/(of hair) to stand on end/bristling<br>乍得 乍得 Zha4 de2 Chad<br>乍得湖 乍得湖 Zha4 de2 Hu2 Lake Chad<br>
2548,碌,3497,98.56757496,lu4,laborious/small stone/to record/to tape/to write down/to hire/to employ,950,2105,43,Paradise,,,忙碌 máng lù busy bustling<br>
2885,尹,2217,99.05573175,yin3,(surname)/to rule,957,2106,43,Paradise,,,"尹 尹 Yin3 surname Yin<br>尹 尹 yin3 to administer/to oversee/to run/magistrate (old)<br>尹潽善 尹潽善 Yin3 Pu3 shan4 Yun Poseon (1897-1990), South Korean Democratic party politician, mayor of Seoul from 1948, president 1960-1962<br>府尹 府尹 fu3 yin3 magistrate/prefect<br>"
2431,裙,4062,98.34027787,qun2,skirt,960,2107,43,Paradise,帬裠,,裙子 qún zi skirt<br>
2006,儒,7004,97.14933051,ru2,scholar/Confucian,964,2108,43,Paradise,,Joyo,"儒家 rú jiā Confucian school, founded by Confucius 孔子[Kong3 zi3] (551-479 BC) and Mencius 孟子[Meng4 zi3] (c. 372-c. 289 BC)<br>"
2388,昔,4320,98.24759298,xi1,past/former,971,2109,43,Paradise,,WK_L11,昔日 xī rì formerly in olden days<br>
3383,廿,1175,99.47617522,nian4,twenty,976,2110,43,Paradise,卄廾,,"廿 廿 nian4 twenty (20), in a limited number of set expressions/also written using banker's character 念<br>廿八躔 廿八躔 nian4 ba1 chan2 the twenty-eight constellations/also written 二十八宿[er4 shi2 ba1 xiu4]<br>廿四史 廿四史 nian4 si4 shi3 twenty four dynastic histories (or 25 or 26 in modern editions)/same as 二十四史[Er4 shi2 si4 Shi3]<br>"
2967,眷,1973,99.14452319,juan4,concern/wife and children,984,2111,43,Paradise,,,內眷 内眷 nei4 juan4 the females in a family/womenfolk<br>女眷 女眷 nu:3 juan4 the females in a family/womenfolk<br>家眷 家眷 jia1 juan4 one's wife and children<br>攜家帶眷 携家带眷 xie2 jia1 dai4 juan4 to take all one's family along (idiom); encumbered by a family/tied down by family obligations<br>
2371,眨,4393,98.20929403,zha3,wink,990,2112,43,Paradise,,,眨 zhǎ to blink to wink<br>
2811,矢,2466,98.96679665,shi3,arrow/dart,998,2113,43,Paradise,笶,WK_L3,一矢中的 一矢中的 yi1 shi3 zhong4 di4 to hit the target with a single shot/to say something spot on (idiom)<br>么並矢 幺并矢 yao1 bing4 shi3 idemfactor (expressing a vector as sum of its three orthogonal projections)<br>永矢 永矢 yong3 shi3 forever<br>無的放矢 无的放矢 wu2 di4 fang4 shi3 to shoot without aim (idiom); fig. to speak without thinking/firing blindly/to shoot in the air/a shot in the dark<br>
2818,揉,2427,98.97562799,rou2,knead/massage/rub,1004,2114,43,Paradise,,,揉 róu to knead to massage to rub<br>
2229,弓,5315,97.85311435,gong1,a bow (weapon),1013,2115,43,Paradise,,WK_L18,"傷弓之鳥 伤弓之鸟 shang1 gong1 zhi1 niao3 see 驚弓之鳥|惊弓之鸟[jing1 gong1 zhi1 niao3]<br>受電弓 受电弓 shou4 dian4 gong1 pantograph (transportation)<br>左右開弓 左右开弓 zuo3 you4 kai1 gong1 lit. to shoot from both sides (idiom)/fig. to display ambidexterity/to slap with one hand and then the other, in quick succession/to use both feet equally (football)<br>弓 弓 Gong1 surname Gong<br>"
2629,烤,3125,98.70492767,kao3,to roast/bake/to broil,1031,2116,43,Paradise,,,烤鸭 烤鴨 kǎo yā roast duck<br>
2715,泻,2816,98.83641589,xie4,to flow (out) swiftly/diarrhea,1034,2117,43,Paradise,瀉,,腹泻 腹瀉 fù xiè diarrhea to have the runs<br>
2116,孝,6112,97.52103235,xiao4,filial,1035,2118,43,Paradise,,WK_L40,孝顺 孝順 xiào shùn filial piety to be obedient to one's parents<br>
2669,荫,2972,98.76782559,yin4/yin1,shade,1060,2119,43,Paradise,蔭,,"嘉蔭 嘉荫 Jia1 yin4 Jiayin county in Yichun 伊春市[Yi1 chun1 shi4], Heilongjiang<br>嘉蔭縣 嘉荫县 Jia1 yin4 xian4 Jiayin county in Yichun 伊春市[Yi1 chun1 shi4], Heilongjiang<br>封妻蔭子 封妻荫子 feng1 qi1 yin4 zi3 (of a deserving official) to grant his wife a title and make his son heir to his titles<br>庇蔭 庇荫 bi4 yin4 to give shade (of a tree etc)/to shield<br>"
2279,坠,4980,97.986032,zhui4,fall,1068,2120,43,Paradise,墜,Variant_WK_L47,坠 墜 zhuì to fall to drop to weigh down<br>
3403,酋,1138,99.48809848,qiu2,tribal chief,1128,2121,43,Paradise,酉,,"酋 酋 qiu2 tribal chief<br>酋長 酋长 qiu2 zhang3 headman (of primitive people)/tribal chief/used as translation for foreign leaders, e.g. Indian Rajah or Arab Sheik or Emir<br>酋長國 酋长国 qiu2 zhang3 guo2 Emirate/Sheikdom/used as translation for country under a chief<br>阿拉伯聯合酋長國 阿拉伯联合酋长国 A1 la1 bo2 Lian2 he2 Qiu2 zhang3 guo2 United Arab Emirates (UAE)<br>"
2132,厨,5932,97.57062357,chu2,kitchen,1133,2122,43,Paradise,廚,,厨房 廚房 chú fáng kitchen<br>
2357,篮,4490,98.17732622,lan2,basket/goal,1140,2123,43,Paradise,籃,,打篮球 打籃球 dǎ lán qiú to play basketball<br>
2716,坪,2815,98.83787064,ping2,a plain,1162,2124,43,Paradise,,WK_L57,"佛坪 佛坪 Fo2 ping2 Foping County in Hanzhong 漢中|汉中[Han4 zhong1], Shaanxi<br>佛坪縣 佛坪县 Fo2 ping2 Xian4 Foping County in Hanzhong 漢中|汉中[Han4 zhong1], Shaanxi<br>停機坪 停机坪 ting2 ji1 ping2 aircraft parking ground/apron/tarmac (at airport)<br>南坪 南坪 Nan2 ping2 Nanping, common place name/Nanping township in Nan'an district of Chongqing<br>"
2322,讽,4713,98.09378118,feng4/feng3,satirize,1169,2125,43,Paradise,諷,,讽刺 諷刺 fěng cì to satirize to mock irony satire sarcasm<br>
2047,冈,6651,97.29404224,gang1,ridge/mound,1170,2126,43,Paradise,岡,Variant_WK_L21,"井岡山 井冈山 Jing3 gang1 Shan1 Jinggang Mountains, in the Jiangxi-Hunan border region<br>井岡山 井冈山 Jing3 gang1 shan1 Jinggangshan county level city in Ji'an 吉安, Jiangxi<br>井岡山市 井冈山市 Jing3 gang1 shan1 shi4 Jinggangshan county level city in Ji'an 吉安, Jiangxi<br>佛岡 佛冈 Fo2 gang1 Fogang county in Qingyuan 清远, Guangdong<br>"
2562,禽,3408,98.59257961,qin2,birds/fowl,1179,2127,43,Paradise,,,飞禽走兽 飛禽走獸 fēi qín zǒu shòu birds and animals the beasts of the field and the birds of the air<br>
2517,蚁,3653,98.51009967,yi3,ant,1182,2128,43,Paradise,蟻,,蚂蚁 螞蟻 mǎ yǐ ant<br>
2140,辟,5876,97.59502565,bi4/pi4,"king/emperor/monarch/royal/ward off, law, dispel/open up/refute",1185,2129,43,Paradise,避,Variant_WK_L38,开辟 開闢 kāi pì to open up to set up to establish<br>
2167,薪,5741,97.67598107,xin1,fuel/salary,1190,2130,43,Paradise,,Joyo,薪水 xīn shuǐ salary wage<br>
3179,亥,1528,99.33431718,hai4,12th earthly branch/9-11 p.m.,1194,2131,43,Paradise,,,"丁亥 丁亥 ding1 hai4 twenty-fourth year D12 of the 60 year cycle, e.g. 2007 or 2067<br>乙亥 乙亥 yi3 hai4 twelfth year B12 of the 60 year cycle, e.g. 1995 or 2055<br>亥 亥 hai4 12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar/ancient Chinese compass point: 330°<br>亥時 亥时 hai4 shi2 9-11 pm (in the system of two-hour subdivisions used in former times)<br>"
2980,襄,1934,99.15764385,xiang1,assist,1201,2132,43,Paradise,,,"共襄善舉 共襄善举 gong4 xiang1 shan4 ju3 to cooperate in a charity project<br>共襄盛舉 共襄盛举 gong4 xiang1 sheng4 ju3 to cooperate on a great undertaking or joint project<br>宋襄公 宋襄公 Song4 Xiang1 gong1 Duke Xiang of Song (reigned 650-637 BC), sometimes considered one of the Five Hegemons 春秋五霸<br>定襄 定襄 Ding4 xiang1 Dingxiang county in Xinzhou 忻州[Xin1 zhou1], Shanxi<br>"
2412,壤,4165,98.29993608,rang3,soil/earth,1202,2133,43,Paradise,壌,Variant_WK_L53,土壤 tǔ rǎng soil<br>
2288,棒,4917,98.00905581,bang4,a stick/club or cudgel/smart/capable/strong,1233,2134,43,Paradise,,WK_L31,棒 bàng stick club cudgel smart capable strong wonderful classifier for legs of a relay race<br>棍棒 gùn bàng club staff stick<br>
2937,锤,2071,99.11316415,chui2,to hammer/weight of steel yard,1242,2135,43,Paradise,錘,,锤 錘 chuí hammer to hammer into shape weight (e.g. of a steelyard or balance)<br>
2710,栋,2830,98.82912922,dong4,roof beam,1248,2136,43,Paradise,棟,Variant_WK_L46,栋 棟 dòng classifier for houses or buildings ridgepole (old)<br>
2127,冻,5984,97.55526368,dong4,to freeze,1249,2137,43,Paradise,凍,Variant_WK_L28,"冻 凍 dòng to freeze to feel very cold aspic or jelly<br>冻结 凍結 dòng jié to freeze (loan, wage, price etc)<br>"
2965,拣,1981,99.14248034,jian3,choose/pick up,1252,2138,43,Paradise,揀,,拣 揀 jiǎn to choose to pick to sort out to pick up<br>
2051,贾,6627,97.30776753,gu3/jia3,"merchant/to buy, (surname)",1258,2139,43,Paradise,賈,,"佩魯賈 佩鲁贾 Pei4 lu3 jia3 Perugia (city in Italy)<br>內賈德 内贾德 Nei4 jia3 de2 Mahmoud Ahmadinejad (1956-), Iranian fundamentalist politician, president of Iran 2005-2013/abbr. for 艾哈邁迪內賈德|艾哈迈迪内贾德<br>史提夫·賈伯斯 史提夫·贾伯斯 Shi3 ti2 fu1 · Jia3 bo2 si1 Steve Jobs (1955-2011), US co-founder and CEO of Apple, Inc.<br>商賈 商贾 shang1 gu3 merchant<br>"
3110,筷,1652,99.27790853,kuai4,chopstick,1276,2140,43,Paradise,,,筷子 kuài zi chopsticks<br>
2523,旱,3636,98.52139711,han4,drought,1279,2141,43,Paradise,,,干旱 乾旱 gān hàn drought arid dry<br>
2420,辣,4124,98.31703133,la4,hot (spicy)/pungent,1288,2142,43,Paradise,辢,Joyo,辣 là hot (spicy) pungent<br>辣椒 là jiāo hot pepper chili<br>
2616,枢,3169,98.68383146,shu1,hinge/pivot,1296,2143,43,Paradise,樞,WK_L42,"中樞 中枢 zhong1 shu1 center/backbone/hub (e.g. of transport network)/the central administration<br>中樞神經系統 中枢神经系统 zhong1 shu1 shen2 jing1 xi4 tong3 central nervous system, CNS<br>交通樞紐 交通枢纽 jiao1 tong1 shu1 niu3 traffic hub<br>天樞 天枢 Tian1 shu1 alpha Ursae Majoris<br>"
2559,彦,3437,98.58728256,yan4,accomplished/elegant,1313,2144,43,Paradise,彥,,"巴彥 巴彦 Ba1 yan4 Bayan county in Harbin 哈爾濱|哈尔滨[Ha1 er3 bin1], Heilongjiang<br>巴彥浩特 巴彦浩特 Ba1 yan4 Hao4 te4 Bayan Hot, capital of Alxa League 阿拉善盟[A1 la1 shan4 Meng2], Inner Mongolia<br>巴彥浩特市 巴彦浩特市 Ba1 yan4 Hao4 te4 Shi4 Bayan Hot, capital of Alxa League 阿拉善盟[A1 la1 shan4 Meng2], Inner Mongolia/also written 巴彥浩特鎮|巴彦浩特镇[Ba1 yan4 Hao4 te4 Zhen4]<br>巴彥浩特鎮 巴彦浩特镇 Ba1 yan4 Hao4 te4 Zhen4 Bayan Hot, capital of Alxa League 阿拉善盟[A1 la1 shan4 Meng2], Inner Mongolia<br>"
2940,蚊,2065,99.11636822,wen2,mosquito,1316,2145,43,Paradise,蟁螡,WK_L48,"伊蚊 伊蚊 yi1 wen2 Aedes, a genus of mosquito<br>大炮打蚊子 大炮打蚊子 da4 pao4 da3 wen2 zi5 cannon fire to hit a mosquito/to use a sledgehammer to crack a nut<br>按蚊 按蚊 an4 wen2 anopheles/malarial mosquito<br>瘧蚊 疟蚊 nu:e4 wen2 Anopheles (type of mosquito)<br>"
2270,摔,5035,97.96274876,shuai1,throw on ground/to fall,1321,2146,43,Paradise,甩,,摔倒 shuāi dǎo to fall down to slip and fall to throw sb to the ground<br>
2104,艳,6172,97.4829396,yan4,glamorous,1332,2147,43,Paradise,艷豔,,鲜艳 鮮艷 xiān yàn bright-colored gaily-colored<br>
2399,巷,4221,98.27179971,xiang4,lane/alley,1356,2148,43,Paradise,,,巷 xiàng lane alley<br>
2152,甫,5805,97.63125591,fu3,just/just now,1379,2149,43,Paradise,,,"巴甫洛夫 巴甫洛夫 Ba1 fu3 Luo4 fu1 Pavlov (name)/Ivan Petrovich Pavlov (1849-1936), Russian experimental psychologist<br>李林甫 李林甫 Li3 Lin2 fu3 Li Linfu (-752), Tang politician, chancellor under Tang emperor Xuanzong 玄宗<br>杜甫 杜甫 Du4 Fu3 Du Fu (712-770), great Tang dynasty poet<br>杜甫草堂 杜甫草堂 Du4 Fu3 Cao3 tang2 Du Fu's Thatched Cottage (park and museum in Chengdu)<br>"
2033,辅,6782,97.24541792,fu3,to assist/to complement/auxiliary,1380,2150,43,Paradise,輔,Variant_WK_L52,相辅相成 相輔相成 xiāng fǔ xiāng chéng to complement one another (idiom)<br>辅导 輔導 fǔ dǎo to coach to tutor to give advice (in study)<br>辅助 輔助 fǔ zhù to assist to aid supplementary auxiliary subsidiary<br>
2372,搏,4392,98.21156375,bo2,fight/combat/seize,1382,2151,44,Paradise,,,脉搏 脈搏 mài bó pulse (both medical and figurative)<br>拼搏 pīn bó to struggle to wrestle<br>搏斗 搏鬥 bó dòu to wrestle to fight to struggle<br>
2531,锻,3596,98.53634926,duan4,forge/wrought/to discipline,1389,2152,44,Paradise,鍛,Variant_WK_L46,锻炼 鍛鍊 duàn liàn to toughen to temper to engage in physical exercise to work out (fig.) to develop one's skills to train oneself<br>
2224,舟,5363,97.83934771,zhou1,boat,1394,2153,44,Paradise,,WK_L45,舟 zhōu boat<br>
2761,暇,2641,98.90093187,xia2,leisure,1403,2154,44,Paradise,,WK_L27,不暇 不暇 bu4 xia2 to have no time (for sth)/to be too busy (to do sth)<br>好整以暇 好整以暇 hao4 zheng3 yi3 xia2 to be calm and unruffled in the midst of chaos or at a busy time (idiom)<br>應接不暇 应接不暇 ying4 jie1 bu4 xia2 more than one can attend to (idiom)/deluged (with inquiries etc)/overwhelmed (by the beauty of the scenery)<br>日無暇晷 日无暇晷 ri4 wu2 xia2 gui3 no time to spare (idiom)<br>
2586,馨,3281,98.63395343,xin1,fragrant,1410,2155,44,Paradise,,,康乃馨 康乃馨 kang1 nai3 xin1 carnation or clove pink/Dianthus caryophyllus (botany)<br>溫馨 温馨 wen1 xin1 comfort/soft and fragrant/warm<br>溫馨提示 温馨提示 wen1 xin1 ti2 shi4 Please note:/tip/hint<br>裘馨氏肌肉萎縮症 裘馨氏肌肉萎缩症 qiu2 xin1 shi4 ji1 rou4 wei1 suo1 zheng4 Duchenne muscular dystrophy<br>
2358,蒸,4443,98.1796223,zheng1,to steam,1413,2156,44,Paradise,烝,WK_L33,蒸发 蒸發 zhēng fā to evaporate evaporation<br>
2553,雁,3474,98.57657323,yan4,wild goose,1431,2157,44,Paradise,鴈鳫,,"劉賓雁 刘宾雁 Liu2 Bin1 yan4 Liu Binyan (1925-2005), journalist and novelist, condemned by Mao as rightist faction in 1957, subsequently dissident writer<br>加拿大雁 加拿大雁 Jia1 na2 da4 yan4 (bird species of China) cackling goose (Branta hutchinsii)<br>大雁 大雁 da4 yan4 wild goose/CL:隻|只[zhi1]<br>大雁塔 大雁塔 Da4 yan4 ta3 Giant Wild Goose Pagoda in Xi'an<br>"
2133,鸭,5932,97.57368914,ya1,duck,1441,2158,44,Paradise,鴨,,烤鸭 烤鴨 kǎo yā roast duck<br>
2364,兔,4418,98.19335483,tu4,rabbit,1447,2159,44,Paradise,兎,,兔子 tù zi hare rabbit<br>
2338,逸,4638,98.1324393,yi4,escape/leisurely/outstanding,1448,2160,44,Paradise,,WK_L54,一勞永逸 一劳永逸 yi1 lao2 yong3 yi4 to get sth done once and for all<br>以逸待勞 以逸待劳 yi3 yi4 dai4 lao2 to wait at one's ease for the exhausted enemy/to nurture one's strength and bide one's time (idiom)<br>勞逸 劳逸 lao2 yi4 work and rest<br>勞逸結合 劳逸结合 lao2 yi4 jie2 he2 to strike a balance between work and rest (idiom)<br>
2056,鹿,6599,97.324854,lu4,deer,1462,2161,44,Paradise,,WK_L36,"三鹿 三鹿 San1 lu4 Sanlu (brand)<br>三鹿集團 三鹿集团 San1 lu4 Ji2 tuan2 Sanlu Group, Chinese state-owned dairy products company involved in the 2008 melamine poisoning scandal<br>公鹿 公鹿 gong1 lu4 stag/buck<br>坡鹿 坡鹿 po1 lu4 Eld's deer (Cervus eldii)<br>"
3422,寅,1117,99.49917267,yin2,3-5 a.m./3rd earthly branch,1465,2162,44,Paradise,,,"丙寅 丙寅 bing3 yin2 third year C3 of the 60 year cycle, e.g. 1986 or 2046<br>唐寅 唐寅 Tang2 Yin2 Tang Bohu 唐伯虎 or Tang Yin (1470-1523), Ming painter and poet, one of Four great southern talents of the Ming 江南四大才子<br>壬寅 壬寅 ren2 yin2 thirty-ninth year I3 of the 60 year cycle, e.g. 1962 or 2022<br>寅 寅 yin2 3rd earthly branch: 3-5 a.m., 1st solar month (4th February-5th March), year of the Tiger/ancient Chinese compass point: 60°<br>"
2317,辰,4755,98.08156128,chen2,5th earthly branch/7-9 a.m.,1467,2163,44,Paradise,,,诞辰 誕辰 dàn chén birthday<br>
2059,卑,6572,97.33506154,bei1,low/base/vulgar/inferior/humble,1496,2164,44,Paradise,,WK_L59,自卑 zì bēi feeling inferior self-abased<br>卑鄙 bēi bǐ base mean contemptible despicable<br>
2704,叭,2842,98.82033612,ba1,"denote a sound or sharp noise (gunfire, etc.)",1501,2165,44,Paradise,,,喇叭 lǎ ba horn (automobile etc) loudspeaker brass wind instrument trumpet suona 鎖吶|锁呐[suo3 na4]<br>
2418,咕,4132,98.31276578,gu1,mutter,1502,2166,44,Paradise,,,"亂咕攘 乱咕攘 luan4 gu1 rang5 to disturb (dialect)<br>咕 咕 gu1 (onom.) for the sound of a bird, an empty stomach etc<br>咕咕叫 咕咕叫 gu1 gu1 jiao4 sound made by an empty stomach<br>咕咚 咕咚 gu1 dong1 splash/(onom.) for heavy things falling down<br>"
2982,嚣,1930,99.15963967,xiao1,clamor,1510,2167,44,Paradise,囂,,叫囂 叫嚣 jiao4 xiao1 to hoot<br>喧囂 喧嚣 xuan1 xiao1 to clamor/to make noise<br>囂 嚣 xiao1 clamor<br>囂張 嚣张 xiao1 zhang1 rampant/unbridled/arrogant/aggressive<br>
3029,矗,1843,99.20537826,chu4,lofty/upright,1511,2168,44,Paradise,,,矗 矗 chu4 lofty/upright<br>矗立 矗立 chu4 li4 to tower/standing tall and upright (of large building)<br>高矗 高矗 gao1 chu4 towering<br>
2134,颠,5921,97.57674903,dian1,inverted/jolt/top,1512,2169,44,Paradise,顛,,颠倒 顛倒 diān dǎo to turn upside down to reverse back to front confused deranged crazy<br>颠簸 顛簸 diān bǒ to shake to jolt to bump<br>
2384,巩,4344,98.23865053,gong3,secure/solid,1513,2170,44,Paradise,鞏,,巩固 鞏固 gǒng gù to consolidate consolidation to strengthen<br>
2844,叨,2344,99.00762319,dao1/tao1,"grumble/garrulous, be in receipt of",1514,2171,44,Paradise,饕,,唠叨 嘮叨 láo dao to prattle to chatter away to nag garrulous nagging<br>
2350,刮,4565,98.16095033,gua1,"to scrape/to blow, blow (of the wind)",1515,2172,44,Paradise,颳,,刮风 颳風 guā fēng to be windy<br>
2115,婴,6114,97.51787376,ying1,infant/baby,1519,2173,44,Paradise,嬰,,婴儿 嬰兒 yīng ér infant baby lead (Pb)<br>
3117,兢,1632,99.28383193,jing1,to be fearful/apprehensive,1521,2174,44,Paradise,,,兢兢业业 兢兢業業 jīng jīng yè yè cautious and conscientious<br>
2655,颊,3025,98.74618314,jia2,cheeks,1524,2175,44,Paradise,頰,,兩頰生津 两颊生津 liang3 jia2 sheng1 jin1 mouth-watering/to whet one's appetite<br>批頰 批颊 pi1 jia2 to slap sb's cheeks<br>栗頰噪鶥 栗颊噪鹛 li4 jia2 zao4 mei2 (bird species of China) rufous-cheeked laughingthrush (Garrulax castanotis)<br>白頰噪鶥 白颊噪鹛 bai2 jia2 zao4 mei2 (bird species of China) white-browed laughingthrush (Garrulax sannio)<br>
2920,厕,2118,99.09477073,ce4,rest-room/toilet/lavatory,1525,2176,44,Paradise,廁,,厕所 廁所 cè suǒ toilet lavatory<br>
2304,硕,4819,98.04938417,shuo4,large/big,1526,2177,44,Paradise,碩,,硕士 碩士 shuò shì master's degree person who has a master's degree learned person<br>
3221,砌,1442,99.36659817,qi4,to build by laying bricks or stones,1527,2178,44,Paradise,纖,,堆砌 堆砌 dui1 qi4 lit. to pile up (bricks)/to pack/fig. to pad out (writing with fancy phrases)/ornate rhetoric<br>壘砌 垒砌 lei3 qi4 to build a structure out of layered bricks or stones<br>石砌 石砌 shi2 qi4 stone steps<br>砌 砌 qi4 to build by laying bricks or stones<br>
2383,哨,4354,98.23640561,shao4,a whistle/sentry,1528,2179,44,Paradise,,,哨 shào a whistle sentry<br>
2010,泄,6955,97.16374468,xie4,divulge/leak out,1531,2180,44,Paradise,洩渫,,泄露 xiè lù to leak (information) to divulge<br>泄气 洩氣 xiè qì to leak (gas) to be discouraged to despair (disparaging) pathetic to vent one's anger (of a tire) to be flat<br>
